Date,Close,High,Low,Open,Volume
09-10-2020,75.16314697,75.23281359,73.99622537,74.28783048,32966000
12-10-2020,77.85726929,79.04309772,76.10116164,76.534097,55344000
13-10-2020,77.98067474,78.88087376,77.56068564,78.47531153,39072000
14-10-2020,77.8000412,78.81568567,76.92721521,78.3553924,33174000
15-10-2020,77.40343475,78.19614598,76.68985114,76.85754458,31210000
16-10-2020,78.01203918,78.51015369,77.51242884,77.71993289,34194000
19-10-2020,76.13350677,78.81966948,75.78368542,78.42157125,29734000
20-10-2020,77.1849823,78.31756794,75.66325828,75.79313812,41670000
21-10-2020,78.92217255,80.37274165,77.98415993,78.11901325,60322000
22-10-2020,79.95075989,80.28714907,78.49870246,78.87291283,30512000
23-10-2020,81.26050568,81.31723367,80.21201344,80.3682717,30548000
26-10-2020,78.83757782,81.09129863,78.01600527,80.3657711,35826000
27-10-2020,79.56362152,79.7188775,78.47433153,79.06849109,25902000
28-10-2020,75.18056488,77.32082977,75.06511951,77.131739,45174000
29-10-2020,77.47360229,79.05901715,75.46669489,75.49008162,55406000
30-10-2020,80.42100525,83.6659967,79.69746709,82.97529866,99878000
02-11-2020,80.82956696,82.51749631,80.32795965,80.79075106,44228000
03-11-2020,81.89147949,82.5553056,80.22196347,81.1500292,31432000
04-11-2020,86.87715149,88.08039851,84.74484403,84.87322804,71342000
05-11-2020,87.70568848,89.16471644,86.63729477,88.1012962,39758000
06-11-2020,87.56784821,88.0042612,86.42082806,87.15034201,28622000
09-11-2020,87.65193939,90.41224106,87.45936338,89.37172165,53440000
10-11-2020,86.47257996,87.550427,85.397717,86.07697225,43022000
11-11-2020,86.94582367,87.72558873,86.73831204,87.00403991,31838000
12-11-2020,86.72636414,87.82909375,86.4850177,86.68555886,26474000
13-11-2020,88.19135284,88.43369396,86.38598899,86.9841272,29744000
16-11-2020,88.27944183,89.29011281,87.64746115,87.78729555,25468000
17-11-2020,87.66387939,88.43419858,87.55589803,87.97240191,21314000
18-11-2020,86.61788177,87.83008859,86.51487388,87.41407825,20108000
19-11-2020,87.51011658,87.75494825,86.08941102,86.24914691,20106000
20-11-2020,86.40589905,87.99728973,86.33722712,87.68080205,27694000
23-11-2020,85.96699524,86.88411172,85.10213442,86.59698652,22530000
24-11-2020,87.77535248,87.90373649,85.62712233,85.96401266,27984000
25-11-2020,87.78679657,88.09780964,87.00205044,87.96992678,19600000
27-11-2020,88.92584991,89.42297727,87.80719756,87.80719756,14790000
30-11-2020,87.3026123,88.59343801,86.97617008,88.36005672,32418000
01-12-2020,89.34086609,90.65259561,87.73205682,87.9126965,37350000
02-12-2020,90.8143158,91.20097123,88.8337868,89.34086108,29424000
03-12-2020,90.65856171,91.75282494,90.41770884,90.59386856,24728000
04-12-2020,90.75411987,91.03974925,90.24803264,90.57796012,20544000
07-12-2020,90.41921234,91.02929454,89.72303967,90.34555935,22288000
08-12-2020,90.13556671,90.36646506,89.13784194,89.99573991,19936000
09-12-2020,88.47002411,90.98351223,87.68079812,90.08729198,31728000
10-12-2020,87.96195221,88.32720271,86.26406854,87.71065124,28688000
11-12-2020,88.31774902,88.44265538,87.22000055,87.58127227,18628000
14-12-2020,87.19612122,89.06418903,87.04036411,88.11473355,33050000
15-12-2020,87.63502502,87.78032644,86.66914568,87.57431066,21352000
16-12-2020,87.44145203,88.03461686,87.03689203,88.03461686,24676000
17-12-2020,86.61141205,87.91518396,86.14564417,87.77684541,34880000
18-12-2020,85.90031433,87.00204928,85.34198664,86.89307322,85256000
21-12-2020,86.31533051,86.43675165,84.29698019,85.04988088,33974000
22-12-2020,85.60174561,86.21829712,84.88318089,86.05507601,20370000
23-12-2020,86.00033569,86.79055641,85.65050674,85.78636235,22974000
24-12-2020,86.29542542,86.70596114,85.80725792,86.03864981,9312000
28-12-2020,88.27596283,88.92486096,86.67661446,86.8303746,27650000
29-12-2020,87.46981049,88.99800382,87.33794125,88.93630235,19726000
30-12-2020,86.39942932,87.96743327,85.98889359,87.83008942,21026000
31-12-2020,87.21503448,87.45687448,86.3914649,86.45018987,21070000
04-01-2021,85.89583588,87.70517859,84.9508528,87.58127451,37324000
05-01-2021,86.58853149,86.92591538,85.43653784,85.8440895,20360000
06-01-2021,85.73410797,86.78359484,84.40148228,84.60849276,46588000
07-01-2021,88.29486847,88.46803653,85.92718285,85.92718285,41936000
08-01-2021,89.46378326,89.5399192,87.64198775,88.43520017,35484000
11-01-2021,87.39665985,88.79447981,87.19015052,88.428227,34796000
12-01-2021,86.45814514,87.97439455,85.41065529,86.85275815,29528000
13-01-2021,86.94682312,87.4016494,85.95505886,85.95505886,23432000
14-01-2021,86.13419342,87.95698355,85.89284698,87.02742201,29212000
15-01-2021,85.96997833,86.96522013,85.17826938,86.03964495,31444000
19-01-2021,88.79896545,89.76285544,86.22925024,86.73532987,41660000
20-01-2021,93.55620575,94.5340289,90.54261398,90.8839766,64152000
21-01-2021,93.7592392,96.14433582,93.52336737,94.23198513,58634000
22-01-2021,94.177742,94.76642688,93.37856142,94.1230034,32744000
25-01-2021,94.26332855,95.63378301,92.51568724,95.18194086,50586000
26-01-2021,94.94358063,95.33172433,93.36015508,93.85080553,31462000
27-01-2021,90.51425171,93.57611295,89.43640469,93.29943586,82512000
28-01-2021,92.21911621,93.95033381,91.11439712,91.11439712,55278000
29-01-2021,90.93325043,91.93745209,89.64939517,91.26466613,44530000
01-02-2021,94.20313263,95.32128393,91.79066268,91.79066268,40252000
02-02-2021,95.49942017,97.0047203,94.86494898,95.20134574,66332000
03-02-2021,102.4541855,104.829829,100.1984673,102.7890865,97882000
04-02-2021,102.1929245,102.9726895,101.270827,102.5407565,48596000
05-02-2021,103.9445419,104.2983497,102.0122822,102.4880046,29866000
08-02-2021,103.730072,105.2468226,102.676614,104.5003913,28828000
09-02-2021,103.2757492,104.426247,103.0075308,103.2463867,21892000
10-02-2021,103.8276062,104.4446589,102.1237542,103.661401,25102000
11-02-2021,103.9405594,104.2018073,102.9507923,104.0525271,20480000
12-02-2021,104.2530746,104.4755067,103.1851745,103.4937047,18990000
16-02-2021,105.0328522,106.7466588,104.0898584,104.0898584,31004000
17-02-2021,105.4269562,105.6170492,103.9206613,104.2008161,20294000
18-02-2021,104.7894974,105.5946537,104.168466,104.7491932,22546000
19-02-2021,103.9435501,105.42497,103.6758329,104.8880397,37938000
22-02-2021,102.2242661,103.5215686,101.9127594,102.1914259,29466000
23-02-2021,102.5158691,103.1319271,99.03799761,100.2203483,34658000
24-02-2021,103.6947403,103.9191693,100.8941345,101.0190332,22608000
25-02-2021,100.3178864,103.6544354,99.8471374,102.3073753,41548000
26-02-2021,100.6144714,102.3367368,99.57444551,101.0145591,40042000
01-03-2021,102.9906082,103.317544,101.2369911,101.9127612,26060000
02-03-2021,102.7328415,104.2386429,102.3442042,102.7507536,25564000
03-03-2021,100.0919724,103.3056045,99.22560808,102.109328,33892000
04-03-2021,101.212616,103.2359398,99.79439329,100.2641476,49216000
05-03-2021,104.3545837,104.8089088,100.9065682,102.5671319,53100000
08-03-2021,99.89739227,105.184113,99.78244045,103.7071807,36868000
09-03-2021,101.5325851,102.7049815,101.2957186,101.9998565,33920000
10-03-2021,101.3250732,102.5795736,100.4860821,102.5795736,27100000
11-03-2021,104.5272598,105.0612061,102.333251,102.4213309,27702000
12-03-2021,102.0122757,103.3862077,101.1374604,103.3264956,33818000
15-03-2021,102.2332306,102.2605961,100.9070742,101.7624816,26168000
16-03-2021,103.6987228,105.1811298,102.4745721,102.8079772,31900000
17-03-2021,103.6156158,104.4506206,101.7196815,102.9313871,26382000
18-03-2021,100.5860977,102.9453169,100.4786099,101.9217074,31700000
19-03-2021,100.8657684,101.3673681,99.66998544,101.0036134,46072000
22-03-2021,101.051384,101.9296846,100.2208515,100.8991121,33536000
23-03-2021,101.5808411,102.7144214,100.9175161,101.5121691,28510000
24-03-2021,101.1429443,102.8880951,100.9672781,102.0998638,25218000
25-03-2021,101.1394577,101.7953186,99.32960619,100.9697673,35616000
26-03-2021,100.7547989,101.4843052,99.71576014,101.1061161,27978000
29-03-2021,101.8027878,101.9729794,99.79538669,100.6269139,26492000
30-03-2021,101.8366318,102.6427752,101.3230881,102.1605835,27312000
31-03-2021,102.6352997,103.8166557,101.8629911,102.2312333,42570000
01-04-2021,105.9823074,106.2793872,104.0739354,104.1147407,39880000
05-04-2021,110.4200821,110.9191988,106.7501281,106.8466666,48510000
06-04-2021,109.9373856,110.8699311,109.5656657,110.0199908,35240000
07-04-2021,111.418808,111.6910051,110.1284759,110.1284759,24134000
08-04-2021,111.9861069,113.049026,111.61687,112.6613758,28664000
09-04-2021,112.9932861,113.1575019,111.330733,111.7377911,26146000
12-04-2021,111.6969833,112.3075591,110.8609763,112.1697217,25024000
13-04-2021,112.1851425,112.6349953,111.6188497,112.0139638,25682000
14-04-2021,111.5621185,112.832048,111.2690252,112.832048,21002000
15-04-2021,113.718811,114.2537596,112.0229243,112.559361,29174000
16-04-2021,113.5944138,114.1661812,113.0057289,113.9173708,26282000
19-04-2021,113.9432373,114.6563274,112.9688993,112.9688993,30290000
20-04-2021,113.4083023,114.403043,112.3190125,114.3279017,22288000
21-04-2021,113.3754654,113.4575695,111.7069364,113.0619618,23204000
22-04-2021,112.0901031,113.8994535,111.483005,113.228657,24146000
23-04-2021,114.4493179,114.7573469,112.5245222,112.8106527,29066000
26-04-2021,114.9469452,115.6734751,114.3194444,114.6777321,32038000
27-04-2021,114.0039597,115.3709213,113.7641015,115.330116,44386000
28-04-2021,117.39077,120.9905565,117.1011542,119.0558061,81106000
29-04-2021,119.0687408,119.6360284,118.1277365,118.8930822,41234000
30-04-2021,117.1150818,118.5258328,116.7697328,117.8376253,44856000
03-05-2021,116.5965576,118.5109053,116.2193632,117.6828634,28242000
04-05-2021,114.7926788,115.6963555,112.2971104,115.1270786,44818000
05-05-2021,115.1877975,116.1944822,114.8648405,115.8775009,26636000
06-05-2021,116.3114166,116.3114166,114.1064586,114.7677942,25190000
07-05-2021,117.0369415,117.9983484,116.7498164,117.6321033,28898000
10-05-2021,114.0422745,115.9954381,113.6834857,115.8531132,30914000
11-05-2021,112.9629288,113.4714989,111.1645276,111.619855,34186000
12-05-2021,109.4890366,111.8641862,109.1591167,110.7798699,46376000
13-05-2021,110.9216995,111.439222,109.8110047,110.7763905,33204000
14-05-2021,113.3769455,113.6924385,111.9646987,112.3896689,31996000
17-05-2021,113.9014435,113.9442382,112.2388903,112.6399727,21598000
18-05-2021,112.5852356,114.8349854,112.5713023,114.5697511,22204000
19-05-2021,113.0345764,113.2082456,110.7425409,110.8913275,23684000
20-05-2021,114.7986603,115.0499537,113.6327333,114.0049543,32352000
21-05-2021,114.1607056,115.3928215,113.9203538,115.3191685,40632000
24-05-2021,117.4902878,117.7147092,115.047962,115.1937646,31832000
25-05-2021,117.5813522,118.6328209,117.1897233,118.0356773,22440000
26-05-2021,118.4492035,118.8811365,117.7599937,117.7629778,21572000
27-05-2021,117.5718918,118.8841148,117.25242,118.8841148,35224000
28-05-2021,117.2817841,118.23821,117.0827387,118.1561059,21482000
01-06-2021,118.4924927,118.7179164,117.1538912,118.1570982,23354000
02-06-2021,117.9655151,119.1125277,117.0583456,118.8890933,21158000
03-06-2021,116.820488,117.2902422,115.9217847,116.7284293,18696000
04-06-2021,119.1090469,119.3807506,117.5584615,117.8998318,24458000
07-06-2021,119.543457,119.6534354,118.4835298,118.9035189,24120000
08-06-2021,119.3513794,120.4003651,119.1692515,120.0266558,24240000
09-06-2021,119.8241272,120.069946,119.2747518,119.9977964,17942000
10-06-2021,121.1771545,121.2204504,119.6171158,119.7733665,25904000
11-06-2021,120.931839,121.5050947,120.372509,121.4195054,21958000
14-06-2021,121.8628845,121.8633781,120.3247366,121.0343415,22098000
15-06-2021,120.8417664,122.1913095,120.4799935,121.8673578,21562000
16-06-2021,120.1978302,121.3060344,118.90153,120.9935255,26472000
17-06-2021,121.1642151,121.9395078,119.9266322,120.1231946,25842000
18-06-2021,119.5394897,121.0243873,119.4439459,120.7895102,46116000
21-06-2021,121.2328873,121.4194951,119.3279931,119.9271336,27414000
22-06-2021,121.7484283,121.8176014,120.4879598,121.1706927,22390000
23-06-2021,121.5458908,122.5097807,121.2547868,121.5125495,19148000
24-06-2021,121.9171143,122.4699673,121.7180689,122.1161596,21362000
25-06-2021,121.9255753,122.0494869,120.9865679,121.4194957,34594000
28-06-2021,121.9529495,122.2007653,120.8278279,122.0947657,28526000
29-06-2021,121.6907043,122.4356475,121.111974,122.0868132,23108000
30-06-2021,121.5085754,121.6752818,120.7770721,121.4140263,24474000
01-07-2021,121.8618927,122.0037089,120.9532349,121.1458109,18110000
02-07-2021,124.6615067,124.8073092,122.473967,122.5640363,25982000
06-07-2021,125.5895691,125.8264356,123.9897121,125.0506418,26404000
07-07-2021,125.8722153,126.6783587,125.5527435,126.5569452,24060000
08-07-2021,124.4490204,124.9978947,123.4318877,123.4358664,23790000
09-07-2021,124.921257,125.1362251,123.9588554,124.4301054,18632000
12-07-2021,126.3713303,126.4648848,125.0133208,125.5776243,17668000
13-07-2021,126.7355804,127.4481694,126.0717544,126.4340208,19240000
14-07-2021,127.6268158,128.7111397,127.3058482,127.349144,23742000
15-07-2021,126.4006805,128.0876151,125.9279422,128.0368628,24218000
16-07-2021,126.36586,127.2033553,125.5532472,127.0555634,20424000
19-07-2021,123.9852371,125.6044945,122.917337,125.4895426,27968000
20-07-2021,125.6089783,126.4385085,123.7588225,124.9302165,26312000
21-07-2021,126.9421005,126.988874,125.4238541,125.5333313,20746000
22-07-2021,127.8104324,127.8716479,126.8923289,127.2356885,14302000
23-07-2021,132.3820953,132.7642709,129.1828975,129.8098896,41506000
26-07-2021,133.3972321,133.5982668,131.6719753,132.6940966,30572000
27-07-2021,131.2723846,133.759502,129.4849404,133.61171,54710000
28-07-2021,135.4464264,137.6389469,134.6338137,135.6633914,95130000
29-07-2021,135.1314545,136.0107498,134.8980732,135.5021796,31716000
30-07-2021,134.0854492,134.6607019,133.6161961,134.3924835,25576000
02-08-2021,134.2128448,134.6925461,133.1573898,134.4740928,21634000
03-08-2021,134.9846497,135.0861541,132.6851424,134.4919946,20762000
04-08-2021,134.4825439,135.0040527,133.8470781,134.7054771,19676000
05-08-2021,135.6031799,135.7012219,134.2043653,135.0348977,17870000
06-08-2021,135.0926208,135.8231371,134.5666474,135.3946892,20488000
09-08-2021,136.2615356,136.5312575,134.6955211,135.2956639,17760000
10-08-2021,136.1560516,137.1169575,135.7156523,136.6884945,19414000
11-08-2021,135.6305542,137.0273642,135.6230826,136.5287562,15352000
12-08-2021,136.541214,136.6467124,134.7811351,135.3285059,16506000
13-08-2021,137.0721588,137.200558,136.3809748,136.5969375,15948000
16-08-2021,137.6513977,137.7041545,134.655224,136.8706303,22384000
17-08-2021,136.0112457,137.6076176,135.4345048,137.0945675,21716000
18-08-2021,134.8045197,136.4521449,134.6776239,135.8505137,19258000
19-08-2021,135.0343933,135.703694,133.6112049,133.7958233,21782000
20-08-2021,136.7756042,136.8995083,134.6064701,135.3529015,31194000
23-08-2021,139.3751678,140.2041969,136.9527434,137.3130205,28454000
24-08-2021,140.5893555,141.4039576,139.6707432,139.9424392,19268000
25-08-2021,141.4029541,141.5129325,140.7033114,140.9511195,15848000
26-08-2021,140.7675018,141.7398429,140.6843878,141.0755232,20610000
27-08-2021,143.3188019,143.8248815,140.8237269,140.9784893,28780000
30-08-2021,143.9025116,145.2759502,143.4770403,143.7129121,24434000
31-08-2021,144.0089874,144.480731,143.5944805,144.4563572,22448000
01-09-2021,144.5245361,145.5580927,144.1941151,144.3100616,21936000
02-09-2021,142.6052094,144.8270848,142.5036897,144.5250316,32342000
03-09-2021,143.055542,143.4690617,141.7229089,142.3996811,19850000
07-09-2021,143.5940094,143.8771559,142.9356578,143.1501323,20124000
08-09-2021,143.0072937,143.7129198,142.3195873,143.4143594,18344000
09-09-2021,142.8580017,143.623841,142.4962364,143.1560761,15314000
10-09-2021,140.2056885,144.0299038,140.0683446,143.5262996,36840000
13-09-2021,141.6552582,142.2698127,140.5779047,141.2740698,22094000
14-09-2021,141.8662415,142.6808588,141.0755272,142.3150995,19674000
15-09-2021,143.7422791,143.7631752,140.6749431,142.0921634,27408000
16-09-2021,142.9266815,143.6134008,141.7239356,143.2655612,26190000
17-09-2021,140.1300507,142.7674354,139.801619,142.3499368,53384000
20-09-2021,138.0594482,138.3386159,135.6733644,137.5041046,46518000
21-09-2021,138.37146,139.3453044,137.6200475,139.0845425,25332000
22-09-2021,139.6159973,140.2166261,137.8922438,138.6411657,25056000
23-09-2021,140.5440674,141.0222803,139.733444,140.3166543,20952000
24-09-2021,141.5383148,141.6532742,139.5737084,139.8697935,22984000
27-09-2021,140.4007568,141.2631347,139.4010351,140.1345278,21882000
28-09-2021,135.1837006,138.4346528,134.7159357,137.9952557,45772000
29-09-2021,133.7142181,136.4984077,133.2280476,136.3282161,30848000
30-09-2021,133.0399323,134.8975518,132.9205081,133.6226565,37996000
01-10-2021,135.8932953,136.2590545,133.4350469,133.8077614,35360000
04-10-2021,133.0235138,135.3135599,130.4264334,135.3135599,51202000
05-10-2021,135.3757629,136.5715534,133.4031991,133.4031991,32404000
06-10-2021,136.9104462,137.0945635,133.9097926,134.108838,24364000
07-10-2021,138.5625458,139.3756597,137.9912719,138.2311225,25110000
08-10-2021,139.1203918,139.6632828,138.5550861,138.9128726,26526000
11-10-2021,138.253006,140.0424547,138.1982598,138.6292133,17954000
12-10-2021,135.7997437,138.8431915,135.1140115,138.816312,36332000
13-10-2021,136.9273376,137.3433479,135.8693922,136.7486874,19654000
14-10-2021,140.4793854,140.6649909,138.1644488,138.8103628,31894000
15-10-2021,140.695343,141.0436837,140.0852684,140.9406758,30274000
18-10-2021,142.0986481,142.1165678,140.3982812,140.4052516,20396000
19-10-2021,142.5554504,142.9789324,141.921488,142.7052318,20164000
20-10-2021,141.0944214,142.862974,140.7037872,142.6559559,23288000
21-10-2021,141.2108765,141.479596,139.8314698,141.0944288,26292000
22-10-2021,136.9119415,139.9140835,135.4086306,138.4879032,50588000
25-10-2021,136.7930145,137.3433771,134.77963,136.8955213,34412000
26-10-2021,138.6456451,139.4164503,137.6464246,138.6008611,49236000
27-10-2021,145.521759,147.9426797,138.7416746,138.7416746,85782000
28-10-2021,145.1550293,146.4578066,143.9388436,146.4344199,36206000
29-10-2021,147.341568,147.5366345,143.9612297,144.3876881,43320000
01-11-2021,142.8141937,147.3415594,142.543986,147.3415594,46924000
02-11-2021,144.7404938,145.9113941,143.6487134,143.8915557,33482000
03-11-2021,145.9004669,145.9711282,143.9030128,145.206276,27494000
04-11-2021,147.562027,149.021055,145.6118474,146.4244602,38412000
05-11-2021,148.1437531,149.6122269,147.4918708,148.459732,38354000
08-11-2021,148.3218689,149.8983314,147.7242167,149.1120819,23052000
09-11-2021,148.2099304,149.1215723,146.5443855,148.5229329,19530000
10-11-2021,145.1993103,147.3654678,143.8497747,146.7981726,29970000
11-11-2021,145.0729065,146.8335016,144.907696,145.7924735,16518000
12-11-2021,147.9705658,148.1417597,144.7191123,145.9178794,22360000
15-11-2021,147.7456512,148.8379329,146.8728252,148.1920188,23508000
16-11-2021,147.1723785,148.0546503,146.6115528,147.4445757,18904000
17-11-2021,147.3425598,147.8526182,146.5394081,147.3231519,19594000
18-11-2021,149.1255493,149.8640232,147.1808519,147.5361479,35608000
19-11-2021,148.2178802,150.2481821,148.1905147,149.2618849,33682000
22-11-2021,145.6058655,149.1165772,145.4521054,148.621948,30594000
23-11-2021,145.0883484,145.9621767,143.429288,145.4575853,27218000
24-11-2021,145.4247284,145.5536135,143.6860469,144.7813049,18040000
26-11-2021,141.5064545,143.8696524,141.1675748,143.6616473,30470000
29-11-2021,144.838028,145.6013767,143.2088086,143.3148082,32596000
30-11-2021,141.2223358,145.3053088,140.927739,144.3185257,42068000
01-12-2021,140.3803406,145.256032,140.2415085,143.3148125,34020000
02-12-2021,142.2857208,143.179944,139.5473029,140.5778828,29194000
03-12-2021,141.3258362,143.7129224,139.6334269,142.9973493,41230000
06-12-2021,142.4738312,143.1680068,139.4831249,142.3598741,30618000
07-12-2021,146.5687561,146.8290169,144.536465,144.9037125,32240000
08-12-2021,147.4814148,147.6869447,145.7093994,146.8942257,24270000
09-12-2021,146.9360199,148.3905679,146.4150122,146.8887453,23270000
10-12-2021,147.297287,148.268641,146.00596,147.992465,24458000
13-12-2021,145.1326447,147.2659393,144.8251092,147.0783291,27070000
14-12-2021,143.2222748,143.7925464,140.5430822,143.2829892,38446000
15-12-2021,145.7442017,146.0228682,141.0038644,142.7266308,36370000
16-12-2021,143.7576904,146.9743062,142.9236653,146.470216,33650000
17-12-2021,141.0506592,143.150119,140.6276784,141.8219655,50416000
20-12-2021,140.933197,141.099911,138.6580788,139.3338488,27192000
21-12-2021,142.7898254,143.1844384,139.8339562,141.3775711,28756000
22-12-2021,145.7183228,145.802925,142.3867623,142.3867623,26322000
23-12-2021,146.217453,147.5381348,145.7551551,145.8029309,26384000
27-12-2021,147.2027435,147.6381619,146.4692507,146.5553412,15976000
28-12-2021,145.9890137,147.5933428,145.3595312,147.530639,18200000
29-12-2021,145.9571838,146.7155667,144.9544856,145.9467357,17788000
30-12-2021,145.5048523,146.5991232,145.2998388,145.9960039,15688000
31-12-2021,144.1627808,146.0004915,144.1627808,145.3550786,18136000
03-01-2022,144.30159,145.1569973,143.02917,144.3647797,28646000
04-01-2022,143.7124329,145.7880048,143.032684,144.7041819,28400000
